id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
YBU-12220057-e-261998-ao,Danit Lowden,Negative,,10/1/2020,Billing Question,Huntsville,Alabama,Chatbot,Within SLA,8,Denver/CO
DQJ-46407006-G-614911-IM,Evania De Metz,Negative,,10/12/2020,Billing Question,Fort Pierce,Florida,Web,Within SLA,31,Baltimore/MD
YHC-78495927-o-647337-OI,Melany Veal,Very Negative,,10/4/2020,Billing Question,Anaheim,California,Call-Center,Within SLA,14,Los Angeles/CA
GLV-54592825-6-198276-dP,Eduino Dobel,Positive,9,10/12/2020,Billing Question,Anaheim,California,Call-Center,Within SLA,11,Baltimore/MD
VON-93933033-l-732250-lB,Jehu Curryer,Very Negative,,10/5/2020,Billing Question,Clearwater,Florida,Call-Center,Within SLA,20,Los Angeles/CA
YWO-27011331-g-549943-VP,Kenn Barkas,Positive,,10/26/2020,Billing Question,Kansas City,Missouri,Call-Center,Above SLA,45,Baltimore/MD
JPW-84183683-c-589951-qW,Shepherd Dalgardno,Very Negative,,10/20/2020,Billing Question,Waterbury,Connecticut,Call-Center,Within SLA,34,Los Angeles/CA
GBX-99717280-t-457678-cs,Marcelia Danbi,Negative,,10/28/2020,Billing Question,Kansas City,Missouri,Web,Within SLA,40,Baltimore/MD
RWP-76104812-f-282808-rk,Putnem Brockelsby,Negative,,10/19/2020,Billing Question,Seattle,Washington,Call-Center,Within SLA,30,Chicago/IL
FMU-68121551-J-490432-x4,Madlin Hugk,Positive,,10/18/2020,Billing Question,Springfield,Massachusetts,Web,Above SLA,38,Los Angeles/CA
QKA-97466079-g-025784-nO,Bearnard McOmish,Neutral,,10/7/2020,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,45,Baltimore/MD
HPH-89175894-e-336136-aX,Bordie Steade,Negative,6,10/3/2020,Payments,Irving,Texas,Call-Center,Within SLA,37,Los Angeles/CA
EHV-80501730-H-299575-0e,Averyl O'Hanlon,Very Negative,2,10/10/2020,Billing Question,Atlanta,Georgia,Web,Within SLA,40,Baltimore/MD
HGZ-00497892-k-330333-mT,Jilli Baton,Neutral,6,10/19/2020,Service Outage,El Paso,Texas,Chatbot,Above SLA,16,Baltimore/MD
GIJ-63105508-y-297361-ZQ,Revkah McQuie,Negative,5,10/23/2020,Service Outage,Saint Paul,Minnesota,Chatbot,Within SLA,6,Los Angeles/CA
QOP-56493809-b-853596-uQ,Keir Farnorth,Neutral,,10/28/2020,Billing Question,Tulsa,Oklahoma,Email,Below SLA,9,Baltimore/MD
UTC-71253333-9-272223-0q,Oliviero Skells,Very Positive,,10/1/2020,Billing Question,Huntington,West Virginia,Web,Below SLA,30,Los Angeles/CA
EUQ-88512019-p-982523-r5,Minnaminnie Antognelli,Very Negative,,10/4/2020,Billing Question,Springfield,Illinois,Email,Within SLA,24,Los Angeles/CA
YYV-88779415-n-046003-ki,Ezra Slark,Very Positive,10,10/27/2020,Payments,Philadelphia,Pennsylvania,Call-Center,Within SLA,8,Baltimore/MD
CTJ-65533896-v-058522-9y,Sada Jessep,Neutral,,10/14/2020,Service Outage,Salem,Oregon,Chatbot,Within SLA,24,Los Angeles/CA
HON-95314329-r-315757-mB,Burch Boylin,Very Negative,,10/23/2020,Payments,Richmond,Virginia,Call-Center,Within SLA,42,Los Angeles/CA
WOY-16901398-7-039438-2n,Netta Jacob,Negative,,10/12/2020,Payments,Jackson,Mississippi,Call-Center,Above SLA,12,Los Angeles/CA
PIG-87707980-e-382097-aU,Giorgia Krolman,Very Negative,,10/2/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,37,Baltimore/MD
QQJ-66751241-c-882729-gU,Baryram Sellack,Very Positive,9,10/13/2020,Billing Question,Atlanta,Georgia,Call-Center,Within SLA,8,Los Angeles/CA
JLA-50617928-W-179449-qG,Chevalier Blackmoor,Neutral,7,10/4/2020,Billing Question,Springfield,Illinois,Call-Center,Within SLA,29,Chicago/IL
NWN-49387788-T-477245-cR,Rae Antoniazzi,Negative,,10/22/2020,Payments,Hicksville,New York,Call-Center,Below SLA,36,Baltimore/MD
AUD-58523416-n-329250-k5,Erick Matteucci,Neutral,,10/13/2020,Billing Question,New York City,New York,Email,Above SLA,15,Los Angeles/CA
OPC-82924921-Q-765324-NS,Sully Whithalgh,Negative,5,10/28/2020,Billing Question,Alexandria,Virginia,Email,Below SLA,32,Los Angeles/CA
KKQ-51533273-c-474667-ps,Florrie MacHoste,Very Positive,,10/19/2020,Billing Question,West Palm Beach,Florida,Web,Within SLA,41,Baltimore/MD
RDZ-72156220-L-068411-nc,Sumner Ugo,Neutral,,10/26/2020,Billing Question,Austin,Texas,Web,Above SLA,44,Los Angeles/CA
AXD-90763686-T-802574-hA,Hilario Fynn,Neutral,,10/11/2020,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,7,Los Angeles/CA
WOX-63287394-K-810732-Fz,Demetre Paull,Neutral,,10/21/2020,Billing Question,Ventura,California,Call-Center,Within SLA,22,Baltimore/MD
YWG-96497842-p-246624-9A,Codie Pinckstone,Very Negative,,10/12/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,26,Los Angeles/CA
MAJ-48297120-9-412132-Nv,Anders Beaconsall,Neutral,,10/24/2020,Service Outage,Erie,Pennsylvania,Chatbot,Within SLA,34,Los Angeles/CA
ORP-75958199-d-501990-dt,Darleen Tallet,Neutral,7,10/20/2020,Billing Question,El Paso,Texas,Chatbot,Above SLA,34,Los Angeles/CA
VPT-12435578-F-056530-uw,Jere Fontin,Neutral,,10/26/2020,Billing Question,Waco,Texas,Chatbot,Within SLA,20,Chicago/IL
THC-26277874-9-315341-lq,Raynor Tyreman,Neutral,8,10/4/2020,Billing Question,Boca Raton,Florida,Chatbot,Above SLA,13,Chicago/IL
UFV-41426793-H-279050-X7,Janetta Bachnic,Neutral,,10/23/2020,Billing Question,Detroit,Michigan,Web,Within SLA,5,Los Angeles/CA
IBT-70815887-B-511969-6h,Pearle Unwin,Negative,,10/18/2020,Billing Question,Newark,New Jersey,Call-Center,Above SLA,11,Los Angeles/CA
QTJ-84175857-P-344417-Io,Alanna Mankor,Very Negative,,10/12/2020,Service Outage,Birmingham,Alabama,Chatbot,Within SLA,5,Baltimore/MD
TJF-23812959-H-658725-j2,Happy Sego,Neutral,5,10/10/2020,Billing Question,Charlotte,North Carolina,Chatbot,Within SLA,32,Baltimore/MD
SMY-23280634-h-564077-bJ,Cornelius Brightie,Neutral,8,10/23/2020,Billing Question,Saint Paul,Minnesota,Chatbot,Within SLA,25,Chicago/IL
OPW-74702072-B-386722-hY,Aldon De la Eglise,Very Positive,,10/9/2020,Payments,Saint Louis,Missouri,Call-Center,Above SLA,7,Baltimore/MD
WVH-60799331-6-527494-NP,Kathleen Kennler,Very Negative,,10/11/2020,Billing Question,Richmond,Virginia,Web,Within SLA,19,Chicago/IL
BUH-40126129-1-998390-Rk,Gill McIlwaine,Neutral,5,10/23/2020,Billing Question,El Paso,Texas,Email,Within SLA,41,Los Angeles/CA
JBA-22088269-R-344538-RH,Felice Dobbinson,Very Negative,1,10/23/2020,Billing Question,Mobile,Alabama,Web,Below SLA,24,Los Angeles/CA
DAH-74039137-S-856159-wk,Abrahan Gooly,Neutral,5,10/15/2020,Service Outage,Rochester,Minnesota,Web,Within SLA,41,Los Angeles/CA
LGO-79075267-B-810939-xs,Kerstin Panichelli,Positive,,10/13/2020,Billing Question,Los Angeles,California,Web,Below SLA,26,Denver/CO
QBR-27325605-h-498494-fd,Jeremiah Redfern,Negative,,10/26/2020,Billing Question,Denver,Colorado,Email,Within SLA,7,Los Angeles/CA
LYE-14945630-H-748865-kz,Dot Dibdall,Very Positive,,10/10/2020,Billing Question,Lehigh Acres,Florida,Chatbot,Within SLA,6,Baltimore/MD
STE-16074064-0-680293-29,Amandie Sommerton,Positive,7,10/23/2020,Billing Question,Miami,Florida,Email,Within SLA,34,Denver/CO
SGB-53541479-I-348351-vb,Sherrie Sacase,Negative,5,10/3/2020,Payments,Kansas City,Missouri,Call-Center,Within SLA,25,Baltimore/MD
ZIN-88965433-9-859066-E9,Sven Ensten,Very Negative,,10/21/2020,Billing Question,New York City,New York,Chatbot,Above SLA,11,Chicago/IL
GSO-68339233-K-357199-Hi,Dyna Treneer,Neutral,,10/26/2020,Billing Question,Akron,Ohio,Web,Below SLA,31,Los Angeles/CA
WQO-34703412-B-936372-TK,Raffaello Hamerton,Negative,,10/11/2020,Billing Question,Saint Louis,Missouri,Call-Center,Below SLA,30,Los Angeles/CA
CYC-96679911-4-763764-jo,Coralyn Espinas,Very Negative,,10/13/2020,Service Outage,Richmond,Virginia,Email,Within SLA,35,Los Angeles/CA
VBN-81864658-Y-781407-K5,Trina Tathacott,Very Negative,,10/30/2020,Billing Question,Erie,Pennsylvania,Chatbot,Below SLA,36,Chicago/IL
GKJ-63860912-X-370312-DZ,Aviva Conaghan,Very Positive,,10/26/2020,Billing Question,London,Kentucky,Email,Within SLA,11,Chicago/IL
XHZ-71957091-K-942938-Yz,Leisha Hamley,Negative,,10/2/2020,Billing Question,Seattle,Washington,Chatbot,Within SLA,18,Los Angeles/CA
DJW-16342701-R-788469-Kv,Malcolm Leal,Very Negative,,10/26/2020,Billing Question,Humble,Texas,Email,Within SLA,22,Los Angeles/CA
HUG-50494851-Q-603762-AL,Phylys Keese,Very Positive,9,10/26/2020,Billing Question,South Lake Tahoe,California,Call-Center,Within SLA,19,Baltimore/MD
RQN-04073407-j-497473-VX,Gretel Di Francesco,Negative,,10/10/2020,Payments,Saint Paul,Minnesota,Call-Center,Above SLA,36,Los Angeles/CA
WYA-56127587-y-737853-c6,Ginelle Yarrell,Neutral,,10/17/2020,Billing Question,New York City,New York,Chatbot,Below SLA,31,Los Angeles/CA
NQF-68672588-S-426990-BY,Evonne Wildbore,Positive,7,10/8/2020,Billing Question,Albuquerque,New Mexico,Call-Center,Within SLA,25,Chicago/IL
ASM-04620324-5-279983-6z,Deina Selwyne,Negative,,10/11/2020,Billing Question,Dallas,Texas,Call-Center,Within SLA,28,Denver/CO
NNJ-64293841-N-459459-qh,Jake Ruttgers,Very Positive,,10/8/2020,Billing Question,Topeka,Kansas,Chatbot,Below SLA,15,Los Angeles/CA
LIB-67085581-M-945947-Sa,Dru Edington,Neutral,7,10/10/2020,Billing Question,Kansas City,Missouri,Email,Within SLA,26,Los Angeles/CA
QOU-02836305-F-486364-Pq,Dorelia Annwyl,Neutral,,10/27/2020,Billing Question,Oklahoma City,Oklahoma,Email,Within SLA,14,Denver/CO
TOT-64926800-h-169086-Zk,Bette-ann Plume,Positive,8,10/26/2020,Billing Question,Charleston,South Carolina,Web,Within SLA,13,Chicago/IL
VAA-45141430-T-541585-gC,Aldridge Godbehere,Positive,9,10/12/2020,Payments,Shawnee Mission,Kansas,Call-Center,Within SLA,8,Denver/CO
JLD-08980125-j-667815-a4,Templeton Holworth,Negative,3,10/15/2020,Billing Question,Hamilton,Ohio,Chatbot,Within SLA,33,Los Angeles/CA
TOS-96681526-i-453375-tj,Sabrina Harnetty,Negative,,10/5/2020,Billing Question,Trenton,New Jersey,Chatbot,Within SLA,41,Chicago/IL
YXZ-83315178-t-822478-dP,Holt Peirpoint,Neutral,6,10/17/2020,Billing Question,Bethesda,Maryland,Web,Above SLA,18,Baltimore/MD
JMF-43553951-d-101169-2s,Merill Setter,Negative,,10/27/2020,Billing Question,San Bernardino,California,Email,Above SLA,40,Los Angeles/CA
THP-16763359-E-974163-Kl,Torrence Kun,Neutral,,10/2/2020,Payments,Atlanta,Georgia,Call-Center,Within SLA,18,Los Angeles/CA
QYX-32491652-3-637188-dr,Umeko Kemmet,Very Negative,,10/30/2020,Service Outage,New York City,New York,Web,Within SLA,23,Baltimore/MD
AUV-70374308-q-337774-Og,Conchita Jewise,Neutral,,10/8/2020,Billing Question,Gastonia,North Carolina,Email,Within SLA,12,Baltimore/MD
TIW-58737884-y-404428-Jj,Edouard Trewinnard,Very Negative,4,10/8/2020,Billing Question,Columbus,Georgia,Email,Within SLA,39,Baltimore/MD
EOX-56317404-u-662951-zQ,Cull Ipgrave,Negative,3,10/13/2020,Billing Question,Grand Junction,Colorado,Call-Center,Within SLA,21,Baltimore/MD
QGH-31155729-P-104217-j9,Elwood Rusbridge,Neutral,7,10/25/2020,Billing Question,Temple,Texas,Web,Within SLA,18,Baltimore/MD
EFP-16677365-w-398738-kh,Annmaria Mosedale,Positive,,10/11/2020,Billing Question,Jamaica,New York,Email,Within SLA,38,Baltimore/MD
AZJ-70803276-W-331312-7u,Hedy Twigge,Neutral,5,10/21/2020,Service Outage,San Francisco,California,Web,Below SLA,33,Baltimore/MD
BIY-81034546-M-489074-fe,Delilah Lammert,Neutral,,10/7/2020,Payments,Phoenix,Arizona,Call-Center,Within SLA,5,Baltimore/MD
JAE-61969012-H-245261-BO,Ritchie Hitzschke,Negative,,10/29/2020,Billing Question,Naperville,Illinois,Web,Within SLA,12,Chicago/IL
LQM-19186755-l-795971-vR,Loise Camies,Negative,,10/14/2020,Billing Question,Valdosta,Georgia,Chatbot,Within SLA,41,Baltimore/MD
VHZ-87608533-5-732469-hv,Georgi Gwinnell,Very Positive,,10/17/2020,Payments,Madison,Wisconsin,Call-Center,Within SLA,37,Chicago/IL
UFU-74575983-O-089478-kT,Gilligan McCanny,Negative,,10/4/2020,Service Outage,Detroit,Michigan,Email,Below SLA,12,Los Angeles/CA
XHI-42101973-H-429245-Fq,Kattie Lafuente,Negative,,10/13/2020,Billing Question,San Diego,California,Chatbot,Within SLA,14,Baltimore/MD
DTE-35737473-9-186691-Bn,Ulysses Ledson,Very Negative,2,10/23/2020,Payments,Dallas,Texas,Call-Center,Within SLA,6,Chicago/IL
DIV-29034343-A-911997-QM,Pietrek Pringer,Negative,,10/23/2020,Billing Question,Baton Rouge,Louisiana,Call-Center,Within SLA,35,Los Angeles/CA
NVM-73069677-1-763007-jg,Milty Cardoso,Positive,7,10/21/2020,Billing Question,Midland,Texas,Web,Within SLA,26,Denver/CO
MML-95844050-s-356800-M2,Packston Simoneschi,Very Positive,,10/1/2020,Billing Question,Santa Monica,California,Call-Center,Below SLA,37,Chicago/IL
FXS-12277262-5-339381-eF,Abraham Hiseman,Neutral,5,10/18/2020,Billing Question,Lubbock,Texas,Call-Center,Within SLA,23,Baltimore/MD
TRD-82241709-e-041880-TO,Ashby Grishagin,Negative,4,10/22/2020,Billing Question,Lynchburg,Virginia,Web,Below SLA,44,Baltimore/MD
VEG-10990487-l-135973-FU,Issi Wilgar,Very Negative,4,10/27/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,44,Los Angeles/CA
PRW-87347139-i-103561-J5,Borden Maycock,Very Negative,,10/1/2020,Billing Question,Norfolk,Virginia,Web,Above SLA,44,Baltimore/MD
CMH-97001185-B-569920-eu,Fanya Coghill,Very Negative,1,10/4/2020,Billing Question,Norfolk,Virginia,Web,Within SLA,32,Baltimore/MD
PXW-57354770-d-097322-9A,Galina Proby,Negative,,10/5/2020,Billing Question,Kansas City,Missouri,Web,Within SLA,6,Denver/CO
PTJ-78877373-b-418102-Vp,Myra MacCoughen,Positive,,10/27/2020,Billing Question,Tucson,Arizona,Web,Within SLA,38,Baltimore/MD
JUD-03658991-N-979007-KW,Tadeo Sybbe,Neutral,,10/13/2020,Billing Question,Terre Haute,Indiana,Web,Within SLA,27,Los Angeles/CA
MCF-15521199-P-720456-sU,Harman Kollatsch,Positive,,10/20/2020,Billing Question,Baton Rouge,Louisiana,Email,Within SLA,9,Chicago/IL
AIT-96330717-j-597210-yd,Maribeth Bosdet,Negative,,10/10/2020,Billing Question,Ventura,California,Web,Within SLA,5,Los Angeles/CA
SMC-25211365-l-001833-qm,Vin Franchyonok,Very Negative,1,10/2/2020,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,41,Baltimore/MD
YRZ-84652130-U-496100-5L,Tallia Giacubbo,Neutral,7,10/9/2020,Service Outage,Macon,Georgia,Email,Within SLA,36,Baltimore/MD
AMH-96419471-P-375007-tQ,Mira Andrusyak,Very Negative,,10/15/2020,Service Outage,Chicago,Illinois,Chatbot,Above SLA,30,Chicago/IL
MLO-22868627-5-422208-5C,Margo Leadbetter,Negative,,10/12/2020,Billing Question,Simi Valley,California,Call-Center,Below SLA,5,Los Angeles/CA
GIO-25988743-G-049707-Mb,Marge Keilloh,Neutral,,10/11/2020,Billing Question,Silver Spring,Maryland,Chatbot,Above SLA,28,Baltimore/MD
RVR-17944774-o-411050-gy,Eolande Maytom,Neutral,8,10/22/2020,Billing Question,Bloomington,Illinois,Chatbot,Within SLA,20,Los Angeles/CA
ZMZ-96927268-7-688769-jg,Valera Gorman,Positive,9,10/16/2020,Billing Question,Nashville,Tennessee,Email,Within SLA,17,Baltimore/MD
HTC-18700534-u-792303-z6,Garey Hallaways,Very Negative,,10/27/2020,Billing Question,Atlanta,Georgia,Email,Below SLA,17,Los Angeles/CA
DHE-02350421-h-774431-Xv,Buffy Sedcole,Very Negative,,10/22/2020,Billing Question,Honolulu,Hawaii,Call-Center,Within SLA,36,Los Angeles/CA
ABQ-21259095-d-322207-K6,Rocky Bedborough,Very Positive,,10/29/2020,Billing Question,Dallas,Texas,Call-Center,Above SLA,8,Baltimore/MD
CQL-54862320-U-525040-X1,Deb Kitchin,Very Negative,2,10/22/2020,Billing Question,Fairfax,Virginia,Chatbot,Within SLA,7,Baltimore/MD
BSC-10157549-z-306661-Cy,Perrine Maggill'Andreis,Very Positive,10,10/21/2020,Payments,Miami,Florida,Call-Center,Below SLA,40,Baltimore/MD
BDH-93531125-9-717165-OE,Concordia Asbrey,Negative,3,10/19/2020,Billing Question,Irvine,California,Call-Center,Within SLA,30,Denver/CO
ZFP-54683655-G-111890-Ej,Dacia Wethered,Neutral,,10/2/2020,Billing Question,Providence,Rhode Island,Call-Center,Below SLA,19,Los Angeles/CA
CIX-73380998-5-026259-At,Tanney Digwood,Negative,,10/27/2020,Payments,Maple Plain,Minnesota,Call-Center,Below SLA,24,Baltimore/MD
BKG-91207374-0-920255-zb,Chrissy O'Quin,Neutral,8,10/12/2020,Billing Question,Portland,Oregon,Web,Above SLA,42,Baltimore/MD
EPM-62624859-f-043821-YI,Lucita Panting,Neutral,,10/5/2020,Service Outage,Washington,District of Columbia,Web,Within SLA,28,Baltimore/MD
IZQ-67173626-9-492786-U7,Gannie Elcoux,Neutral,,10/18/2020,Billing Question,Washington,District of Columbia,Chatbot,Above SLA,30,Baltimore/MD
AIC-11166289-j-265990-EO,Yanaton Gittoes,Negative,,10/20/2020,Billing Question,Boulder,Colorado,Call-Center,Within SLA,23,Baltimore/MD
CCR-23179402-w-888195-ZA,Pierson Hardiman,Negative,,10/1/2020,Payments,Nashville,Tennessee,Call-Center,Within SLA,29,Los Angeles/CA
FIF-78994097-h-745345-Lg,Lyndsey Eddow,Negative,,10/4/2020,Billing Question,Denver,Colorado,Chatbot,Within SLA,22,Denver/CO
QJG-78143971-r-132090-gh,Towny Gunson,Neutral,,10/3/2020,Billing Question,Santa Cruz,California,Chatbot,Within SLA,17,Chicago/IL
RAV-50299849-3-736622-jw,Zonnya Klugel,Very Positive,,10/20/2020,Service Outage,Worcester,Massachusetts,Chatbot,Below SLA,24,Baltimore/MD
KID-55520918-p-788077-K9,Eugen Tate,Positive,9,10/8/2020,Service Outage,Riverside,California,Chatbot,Within SLA,26,Los Angeles/CA
QGX-66578204-U-832084-gq,Sanford Binnie,Very Negative,,10/30/2020,Billing Question,Hot Springs National Park,Arkansas,Web,Above SLA,26,Chicago/IL
GSK-70123044-C-201824-89,Windham Tilby,Negative,6,10/2/2020,Billing Question,Birmingham,Alabama,Chatbot,Below SLA,44,Los Angeles/CA
MQB-24286819-c-532261-NG,Idelle Pedrocco,Neutral,,10/1/2020,Service Outage,Austin,Texas,Chatbot,Within SLA,35,Denver/CO
WWG-81202170-y-776266-f9,Danni Chisholme,Negative,,10/21/2020,Service Outage,South Bend,Indiana,Email,Below SLA,33,Denver/CO
SFS-67917275-9-736154-0H,Maribeth Eubank,Very Negative,,10/11/2020,Billing Question,Bronx,New York,Email,Below SLA,7,Baltimore/MD
HBI-86021813-B-932422-et,Lorna Bruckner,Very Negative,4,10/17/2020,Billing Question,Indianapolis,Indiana,Email,Within SLA,7,Baltimore/MD
SAZ-68706610-e-905240-Av,Beatrisa Tankus,Neutral,,10/6/2020,Payments,Scottsdale,Arizona,Call-Center,Within SLA,30,Chicago/IL
AZZ-76136752-q-107082-iY,Duffie Wreford,Positive,,10/20/2020,Billing Question,Philadelphia,Pennsylvania,Email,Below SLA,19,Chicago/IL
SYY-94667444-E-909880-W3,Kory Crosetto,Positive,9,10/1/2020,Billing Question,Dallas,Texas,Email,Within SLA,13,Los Angeles/CA
KLT-66550721-U-879193-Wf,Bobette Pendlenton,Negative,,10/8/2020,Payments,Tampa,Florida,Call-Center,Within SLA,26,Baltimore/MD
HAN-76481305-M-466139-Tx,Israel Garlic,Very Positive,10,10/25/2020,Service Outage,Huntington Beach,California,Email,Within SLA,33,Baltimore/MD
JVN-47499363-C-454553-GF,Parker Evison,Neutral,,10/13/2020,Billing Question,Santa Barbara,California,Email,Within SLA,13,Los Angeles/CA
SJP-38921750-D-287088-r5,Glynda McKaile,Neutral,6,10/22/2020,Billing Question,Young America,Minnesota,Chatbot,Within SLA,34,Los Angeles/CA
VSX-52743589-1-582382-Rm,Manny Jeannet,Neutral,,10/29/2020,Payments,Springfield,Missouri,Call-Center,Within SLA,22,Baltimore/MD
ABP-87719889-X-632583-NW,Deck Jellico,Negative,5,10/7/2020,Billing Question,Myrtle Beach,South Carolina,Web,Within SLA,38,Los Angeles/CA
BHU-59045655-H-632612-nJ,Heida Dockrey,Very Negative,4,10/16/2020,Billing Question,Virginia Beach,Virginia,Call-Center,Below SLA,38,Los Angeles/CA
BXK-34862079-v-901663-IT,Ardene Lapish,Very Positive,10,10/27/2020,Billing Question,Indianapolis,Indiana,Call-Center,Within SLA,9,Chicago/IL
VAD-30060325-F-396258-D7,Nico Churchlow,Neutral,,10/6/2020,Payments,Frankfort,Kentucky,Call-Center,Above SLA,5,Los Angeles/CA
BHL-47961698-J-316237-IX,Anitra Cardis,Very Negative,,10/19/2020,Billing Question,Danbury,Connecticut,Web,Below SLA,40,Los Angeles/CA
LMV-20959733-7-596542-1y,Reese Nealon,Negative,4,10/17/2020,Billing Question,Stockton,California,Web,Within SLA,7,Denver/CO
EHW-57859860-Q-524113-X2,Jeff Dobney,Neutral,7,10/27/2020,Billing Question,North Hollywood,California,Email,Above SLA,16,Chicago/IL
PBL-52013444-a-768400-pJ,Nathanael Altimas,Very Positive,,10/24/2020,Billing Question,Greenville,South Carolina,Web,Within SLA,19,Los Angeles/CA
HMO-20731789-o-107969-7W,Bruno Margrett,Positive,,10/3/2020,Billing Question,Seattle,Washington,Email,Above SLA,42,Los Angeles/CA
ADZ-92606518-J-557743-oC,Aline Chadd,Positive,,10/12/2020,Billing Question,Washington,District of Columbia,Chatbot,Above SLA,16,Baltimore/MD
HLS-63760367-C-814531-EK,Dinnie Bearham,Negative,3,10/27/2020,Billing Question,Fullerton,California,Web,Above SLA,40,Chicago/IL
FZN-03537711-b-593935-j0,Yves Branney,Neutral,,10/16/2020,Billing Question,Evanston,Illinois,Call-Center,Above SLA,7,Los Angeles/CA
GQC-09985627-c-000654-2a,Hakim Franzke,Neutral,,10/27/2020,Billing Question,Duluth,Minnesota,Chatbot,Below SLA,37,Chicago/IL
YJO-35797934-u-004649-OK,Melosa Bolesworth,Negative,,10/25/2020,Service Outage,Shreveport,Louisiana,Chatbot,Above SLA,6,Baltimore/MD
NSL-16238437-n-178967-zW,Kellsie Pietasch,Positive,8,10/24/2020,Billing Question,Lakewood,Washington,Call-Center,Within SLA,43,Los Angeles/CA
QTO-03533420-K-618874-XU,Kim Cogar,Very Positive,,10/3/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,28,Baltimore/MD
KFH-61834342-f-122443-Md,Gloriana Haythorne,Very Positive,10,10/15/2020,Service Outage,Buffalo,New York,Web,Within SLA,25,Los Angeles/CA
